ID,label,calories,fat,protein,carbohydrate,sugar,potassium
2267,chunk,398.000,16.927,26.697,9.000,3.600,10.303
2268,cultivated,145.000,0.000,0.780,16.500,20.600,8.600
2269,hoisin,220.000,27.260,3.390,3.000,2.800,3.310
2270,escarole,11.000,0.000,0.730,1.000,0.000,0.620
2271,mollusk,121.562,1.230,12.580,75.562,0.000,16.821
2272,lentil,146.800,2.600,0.841,3.000,4.420,10.613
2273,citru,57.833,11.903,0.100,0.000,0.200,1.200
2274,special,398.079,15.725,100.000,36.000,6.861,8.858
2275,whitefish,153.875,0.000,5.590,439.000,0.000,24.070
2276,crookneck,20.571,1.956,0.237,0.000,1.229,1.013
2277,cardamom,311.000,0.000,6.700,0.000,28.000,10.760
2278,oriental,615.000,37.320,62.400,67.000,23.900,6.492
2279,barley,181.077,13.200,1.887,10.000,17.300,6.103
2280,unprepared,164.462,38.900,39.690,86.000,3.160,10.200
2281,red,94.788,40.770,17.900,588.000,27.200,60.620
2282,franc,83.000,0.000,0.000,0.000,0.000,0.070
2283,pastelito,379.000,17.000,18.500,10.000,2.200,5.480
2284,frank,194.846,2.356,13.519,44.154,6.900,11.967
2285,salami,292.235,6.210,23.118,81.588,0.900,17.768
2286,york,296.000,46.260,5.740,60.000,1.333,21.230
2287,caketype,415.600,15.344,19.336,23.600,2.020,4.988
2288,freshwater,139.333,0.000,5.327,77.667,0.000,21.403
2289,organic,159.320,23.390,2.874,0.000,16.600,7.945
2290,slimfast,249.600,18.032,7.738,5.000,8.680,12.420
2291,fudgesicle,116.000,12.015,0.815,2.500,1.650,4.575
2292,florida,100.500,9.140,5.347,64.000,5.600,23.690
2293,snackfood,461.043,50.035,19.277,6.935,3.613,7.330
2294,length,324.000,1.800,30.100,59.000,0.000,11.100
2295,pudding,204.083,92.900,2.225,72.000,10.100,2.063
2296,retail,266.778,0.030,100.000,84.347,0.000,21.833
2297,austin,481.818,13.182,21.855,3.000,2.082,8.618
2298,firehouse,95.000,2.860,3.270,10.000,2.400,6.120
2299,anise,337.000,0.000,15.900,0.000,14.600,17.600
2300,gamay,78.000,0.000,0.000,0.000,0.000,0.070
2301,hydrogenated,796.512,11.380,87.879,500.000,10.000,7.500
2302,ginger,218.250,36.280,11.140,1.000,14.100,3.868
2303,date,341.600,43.808,5.334,6.000,6.600,5.130
2304,fri,102.000,0.000,2.700,1.000,1.000,14.300
2305,quality,884.000,0.000,100.000,0.000,0.000,0.000
2306,fiddlehead,34.000,0.000,0.375,0.000,0.000,4.430
2307,bull,25.000,5.030,0.080,0.000,0.000,0.250
2308,bologna,253.571,4.420,20.863,64.857,0.500,12.107
2309,noodleo,71.000,1.590,1.980,16.000,0.800,2.380
2310,tostada,221.600,0.000,11.340,18.800,5.800,7.280
2311,unspecified,331.125,15.180,23.285,130.000,4.700,16.114
2312,applebanana,51.000,11.000,0.100,0.000,0.200,0.200
2313,ranchflavor,501.000,3.030,24.630,0.000,4.000,7.190
2314,opossum,221.000,0.000,10.200,129.000,0.000,30.200
2315,ounce,95.545,12.681,12.720,5.909,0.000,4.498
2316,jingle,470.000,28.200,17.400,0.000,1.500,5.000
2317,frijole,164.750,1.300,6.113,22.000,3.475,5.510
2318,tidbit,32.000,0.000,0.390,0.000,1.400,1.320
2319,shell,425.333,2.730,26.028,196.000,5.617,9.492
2320,stomach,158.000,0.000,8.700,269.500,0.000,19.125
2321,shallot,210.000,23.015,0.300,0.000,9.450,7.400
2322,shelf,297.000,2.660,7.580,0.000,2.400,8.010
2323,negro,151.000,0.860,3.850,0.000,3.400,4.640
2324,confectioner,500.400,48.112,24.510,1.000,2.340,8.494
2325,tuscan,90.000,3.000,3.200,0.000,2.900,2.000
2326,july,487.000,44.200,25.400,1.000,0.800,3.800
2327,caseinate,136.000,0.000,9.970,0.000,0.000,1.000
2328,johnson,251.133,26.976,12.971,17.000,0.000,6.332
2329,multigrain,355.483,10.349,10.005,14.000,5.662,8.716
2330,lover,338.000,17.250,17.700,3.500,4.100,9.900
2331,lightly,546.600,22.300,39.282,0.000,7.680,14.730
2332,clif,346.000,31.620,5.880,0.000,7.400,14.710
2333,gentle,279.000,32.355,14.220,0.000,0.000,6.120
2334,fuki,14.000,0.000,0.040,0.000,0.000,0.390
2335,beefy,40.000,0.790,1.590,4.000,0.000,2.380
2336,border,246.600,1.798,12.830,27.200,3.020,10.518
2337,shoshone,158.375,14.220,2.711,227.000,17.000,29.250
2338,clove,274.000,2.380,13.000,0.000,33.900,5.970
2339,catsup,101.000,21.270,0.100,0.000,0.300,1.040
2340,bakery,379.500,39.960,13.655,22.000,2.737,7.364
2341,waffler,324.500,18.900,11.300,12.000,1.250,4.900
2342,yellowrice,343.000,1.750,1.750,0.000,1.800,7.020
2343,bagel,288.923,3.559,16.970,133.000,2.338,11.259
2344,mix,293.747,97.300,100.000,975.000,37.500,55.300
2345,linda,164.444,0.700,6.944,1.000,3.633,19.000
2346,latino,221.647,25.810,9.286,59.000,2.435,6.689
2347,lily,197.500,0.215,0.710,0.000,10.750,4.295
2348,eppaw,150.000,0.000,1.800,0.000,0.000,4.600
2349,enovum,884.000,0.000,100.000,0.000,0.000,0.000
2350,centre,166.500,0.000,6.998,66.500,0.000,25.892
2351,flipside,474.750,6.575,21.300,5.000,2.175,7.075
2352,rego,69.000,6.920,2.310,0.000,2.300,1.540
2353,eight,432.000,66.600,11.900,0.000,2.400,1.670
2354,peppered,149.000,4.610,6.370,46.000,0.000,17.300
2355,romaine,17.000,1.190,0.300,0.000,2.100,1.230
2356,somiviki,186.000,12.940,1.530,0.000,3.600,3.100
2357,buttercrisp,495.000,8.400,23.700,2.000,1.800,5.500
2358,class,164.571,0.000,7.076,259.381,0.000,23.409
2359,bitohoney,375.000,48.000,7.500,0.000,0.200,2.000
2360,morado,364.000,0.000,5.090,0.000,8.400,8.750
2361,scrambler,256.000,4.700,7.750,27.500,2.200,8.800
2362,spleen,122.875,0.000,3.244,362.375,0.000,21.938
2363,cornsalad,21.000,0.000,0.400,0.000,0.000,2.000
2364,lowbush,55.000,0.000,0.500,0.000,0.000,0.400
2365,request,49.143,2.060,0.956,3.333,0.986,2.193
2366,scrambled,164.000,3.510,10.920,326.667,0.000,12.310
2367,prickly,58.000,1.020,0.310,0.000,2.967,0.413
2368,artificially,418.000,40.000,10.300,0.000,1.700,5.600
2369,witloof,17.000,0.000,0.100,0.000,3.100,0.900
2370,coconutnut,433.000,40.000,24.000,0.000,2.500,1.500
2371,lemonflavored,293.556,95.290,8.400,0.000,5.000,7.400
2372,stove,381.000,10.100,4.100,4.000,2.500,12.600
2373,granny,58.000,9.590,0.190,0.000,2.800,0.440
2374,safflower,668.800,0.480,64.048,59.000,0.000,35.620
2375,tunnelboned,152.250,0.000,6.825,71.500,0.000,22.640
2376,cheezit,486.826,1.150,22.198,3.783,2.565,9.835
2377,brine,61.000,2.830,0.770,0.000,1.700,1.950
2378,florentine,106.000,0.500,3.400,16.000,1.800,7.900
2379,seaweed,306.000,3.100,7.720,33.000,36.700,57.470
2380,chicken,182.796,17.360,10.120,564.000,4.300,15.601
2381,principal,841.333,0.000,95.167,0.000,0.000,0.000
2382,creamed,684.000,1.682,69.080,17.000,1.033,5.402
2383,kraft,227.600,7.985,9.607,80.000,6.900,8.670
2384,based,303.286,8.246,6.999,21.000,4.529,34.256
2385,jar,462.000,22.450,15.700,0.000,1.950,7.150
2386,ruffed,112.000,0.000,0.880,40.000,0.000,25.940
2387,hopi,175.667,12.940,2.588,27.000,3.500,5.787
2388,creme,451.719,31.538,19.475,24.000,2.194,4.225
2389,creamer,122.000,13.333,6.670,0.000,0.000,0.000
2390,combo,463.000,17.600,16.920,5.000,1.800,9.850
2391,partially,679.517,0.800,65.204,0.000,10.000,62.380
2392,sangiovese,86.000,0.000,0.000,0.000,0.000,0.070
2393,bonein,198.579,1.540,11.349,72.293,0.000,23.191
2394,wafertype,417.000,6.000,6.900,0.000,3.000,8.100
2395,cube,221.714,14.470,10.886,47.143,0.200,18.223
2396,starch,396.000,58.970,0.000,0.000,0.100,0.000
2397,ralston,360.667,10.667,2.148,0.000,16.900,7.547
2398,kanpyo,258.000,0.000,0.560,0.000,9.800,8.580
2399,tenni,258.000,3.010,1.050,0.000,2.600,9.000
2400,lucky,380.500,36.460,4.710,0.000,5.150,6.630
2401,bear,289.250,35.200,9.749,98.000,7.100,16.215
2402,mum,391.000,12.500,0.870,0.000,0.000,12.500
2403,bean,133.710,50.750,33.180,47.000,77.300,7.589
2404,suet,854.000,0.000,94.000,68.000,0.000,1.500
2405,woca,197.500,0.215,0.710,0.000,10.750,4.295
2406,jicama,37.333,1.800,0.090,0.000,4.900,0.720
2407,ovenheated,208.750,1.660,7.931,13.000,2.650,4.353
2408,slowroasted,191.000,2.040,10.782,66.444,1.200,22.632
2409,gras,99.000,0.000,0.490,0.000,0.000,1.820
2410,bannock,158.375,14.220,2.711,227.000,17.000,29.250
2411,nutmeg,704.500,1.495,68.155,0.000,10.400,2.920
2412,gram,130.050,7.663,1.798,13.000,15.000,7.161
2413,contain,878.000,47.050,99.010,0.000,1.200,8.810
2414,naturevalley,426.500,36.972,12.602,0.000,4.025,7.115
2415,artichoke,55.714,0.679,3.400,7.000,5.529,3.271
2416,spotted,894.000,0.000,99.320,0.000,0.000,0.000
2417,chilchen,44.000,2.600,0.630,0.000,0.000,0.810
2418,skittle,403.250,75.170,4.240,0.000,0.000,0.188
2419,frame,201.000,0.000,15.960,95.000,0.000,13.290
2420,packet,348.000,54.260,1.750,0.000,1.800,3.063
2421,bulgur,212.500,0.255,0.785,0.000,8.500,7.685
2422,powder,343.868,32.357,29.100,572.000,53.200,85.600
2423,enhanced,181.172,2.530,60.420,85.141,0.400,21.711
2424,packed,489.000,1.275,34.600,0.000,2.400,44.500
2425,guanabana,59.000,13.070,0.170,0.000,0.100,0.110
2426,turky,155.000,1.800,7.700,1.000,7.600,14.900
2427,fritolay,492.667,7.690,21.827,0.000,8.233,8.237
2428,icecream,248.232,16.108,100.000,92.000,7.400,4.659
2429,rowal,111.000,14.100,2.000,0.000,6.200,2.300
2430,crude,337.818,19.800,8.839,0.000,79.000,39.835
2431,sunfish,101.500,0.000,0.800,76.500,0.000,22.135
2432,aspartame,159.250,80.700,3.000,11.000,1.100,55.300
2433,sunkist,342.000,0.000,1.000,0.000,7.700,0.600
2434,bibb,13.000,0.940,0.220,0.000,1.100,1.350
2435,cauliflower,34.700,23.880,0.371,0.000,2.560,2.136
2436,joy,521.000,50.025,30.715,7.500,4.650,4.855
2437,cornmeal,356.882,0.884,3.472,5.000,6.512,8.274
2438,nonenhanced,134.667,0.100,2.610,80.167,0.000,26.095
2439,garbanzo,165.571,4.414,2.909,0.000,6.986,8.874
2440,rinsed,104.200,4.000,1.350,0.000,7.500,5.742
2441,lecithin,763.000,0.000,100.000,0.000,0.000,0.000
2442,key,88.000,12.350,1.180,0.000,0.600,2.350
2443,instant,290.847,95.290,3.305,44.000,22.300,7.893
2444,leathery,83.000,0.000,1.600,0.000,0.000,17.100
2445,equal,52.309,80.700,1.835,19.000,3.400,1.968
2446,pulp,77.500,13.437,0.500,0.000,1.100,0.217
2447,tlc,413.917,14.312,13.551,5.000,10.475,11.264
2448,duplex,475.000,37.600,18.800,0.000,1.800,4.900
2449,honey,346.312,21.041,49.900,53.000,38.500,8.723
2450,grain,326.000,44.290,7.342,18.000,6.462,8.551
2451,puff,384.706,51.340,15.207,196.000,3.776,6.295
2452,marjoram,271.000,4.090,7.040,0.000,40.300,12.660
2453,co,17.000,1.190,0.300,0.000,2.100,1.230
2454,smartpizza,235.500,7.000,7.850,12.000,3.950,12.110
2455,antioxidant,371.000,28.700,1.600,0.000,5.800,7.100
2456,longgrain,230.643,0.850,0.750,0.000,1.243,4.741
2457,arugula,25.000,2.050,0.660,0.000,1.600,2.580
2458,oregano,265.000,4.090,4.280,0.000,42.500,9.000
2459,table,115.650,68.200,19.310,66.000,0.100,2.700
2460,fullfat,437.500,7.610,21.255,0.000,7.225,36.308
2461,tunughnak,20.000,0.000,0.500,7.000,0.000,3.800
2462,balsamic,87.000,10.845,2.970,0.000,0.200,0.340
2463,tikka,212.000,4.000,5.900,8.000,6.000,10.200
2464,bullocksheart,101.000,0.000,0.600,0.000,2.400,1.700
2465,whiteflowered,14.000,0.000,0.020,0.000,0.967,0.607
2466,seasoned,200.667,5.740,5.477,55.000,20.900,12.541
2467,treat,385.333,35.453,4.403,1.000,0.333,2.567
2468,rump,158.333,1.150,6.683,72.000,0.000,23.760
2469,kitchen,487.250,31.850,21.900,7.000,3.525,6.200
2470,bbq,205.462,17.200,11.799,104.923,4.300,21.551
2471,hyacinth,192.667,0.000,0.950,0.000,25.600,13.393
2472,bulk,258.400,0.000,19.046,82.600,0.000,20.168
2473,cotto,200.000,1.000,15.167,80.000,0.000,14.200
2474,unpeeled,293.500,0.000,3.355,0.000,9.900,4.405
2475,roasting,221.917,0.000,100.000,105.667,0.000,20.549
2476,ricotta,128.000,8.000,7.630,28.667,2.400,8.350
2477,portabella,48.800,2.144,3.300,4.000,2.820,3.336
2478,bulb,321.000,2.397,2.100,0.000,3.317,15.200
2479,twist,475.000,39.640,21.547,3.000,10.700,5.668
2480,multi,390.000,32.500,6.190,0.000,6.000,6.800
2481,thuringer,325.000,0.817,28.043,79.333,0.000,15.650
2482,plain,303.055,28.570,55.500,95.000,29.800,8.874
2483,vanilla,240.385,18.564,36.200,92.000,18.500,3.859
2484,streusel,349.000,22.500,1.600,0.000,10.800,8.800
2485,agar,166.000,1.625,0.165,0.000,4.100,3.375
2486,jute,36.000,0.667,0.217,0.000,1.333,4.003
2487,wild,146.825,75.920,15.200,133.000,24.100,11.294
2488,ultra,455.500,0.000,50.000,0.000,0.000,0.085
2489,cinnamonraisin,284.000,6.205,1.750,0.000,2.400,10.200
2490,gizzard,128.500,0.000,3.188,333.250,0.000,23.325
2491,stuffing,266.778,4.698,4.759,14.000,4.144,7.980
2492,ripe,40.200,1.623,10.680,0.000,1.480,0.973
2493,naranjilla,25.000,3.740,0.220,0.000,1.100,0.440
2494,squid,133.500,0.000,4.430,246.500,0.000,16.760
2495,coating,510.733,26.210,31.983,45.000,2.007,5.999
2496,mochaflavor,460.000,58.200,15.870,0.000,1.900,5.290
2497,preparedbyrecipe,474.000,0.000,21.110,23.000,2.100,3.240
2498,triticale,337.000,0.000,1.950,0.000,7.300,13.115
2499,frenched,191.250,0.000,11.589,68.750,0.000,21.712
2500,hubbard,40.000,3.922,0.496,0.000,3.900,1.984
2501,hulled,354.000,0.800,2.300,0.000,17.300,12.480
2502,oldfashioned,434.000,18.150,24.930,10.000,1.700,5.310
2503,generic,0.000,0.000,0.000,0.000,0.000,0.000
2504,pit,132.000,23.490,1.410,0.000,0.500,0.440
2505,cheesefilled,156.000,5.795,5.450,11.500,1.450,6.360
2506,inch,287.000,0.000,6.000,0.000,0.000,8.700
2507,party,478.000,4.950,20.200,2.000,3.000,7.500
2508,phyllo,299.000,0.180,6.000,0.000,1.900,7.100
2509,solution,10.000,2.450,0.000,0.000,0.000,0.000
2510,lemonadeflavor,203.500,52.010,0.540,0.000,0.000,0.000
2511,fenugreek,323.000,0.000,6.410,0.000,24.600,23.000
2512,ball,33.000,0.000,0.250,0.000,0.700,0.840
2513,dasani,0.000,0.000,0.000,0.000,0.000,0.000
2514,fiesta,97.000,1.610,6.450,8.000,0.800,2.420
2515,drink,428.000,97.150,9.520,24.000,9.400,25.000
2516,winterized,884.000,0.000,100.000,0.000,0.000,0.000
2517,cholesterolfree,236.500,3.740,20.650,0.000,0.000,0.950
2518,ascorbic,401.000,95.290,25.100,76.000,2.700,15.230
2519,whale,472.444,0.000,44.149,150.000,0.000,69.860
2520,broccoli,54.296,1.495,8.600,29.000,1.752,2.735
2521,diabetes,88.000,2.640,3.080,2.000,2.200,4.400
2522,poultry,232.091,2.850,17.009,72.091,11.300,11.043
2523,fiberplu,280.000,12.467,7.567,13.333,18.033,6.133
2524,center,195.323,0.280,10.109,72.846,0.000,24.714
2525,lunch,240.400,5.694,8.776,12.400,3.340,12.426
2526,english,280.250,32.000,65.210,168.000,2.925,9.516
2527,muscle,285.333,3.497,10.383,11.000,3.100,33.860
2528,fatfree,154.286,64.680,1.208,48.000,7.300,22.500
2529,nonsoy,46.000,5.300,2.000,0.000,0.000,1.600
2530,flesh,120.500,6.480,34.600,227.000,1.800,77.270
2531,broadbean,118.286,5.700,0.593,0.000,25.000,8.856
2532,domestic,250.033,0.000,16.940,86.066,2.300,22.688
2533,thickcut,327.000,4.820,16.000,0.000,2.200,4.780
2534,crunchin,381.000,9.520,2.380,0.000,4.800,4.760
2535,stored,24.000,0.000,0.180,0.000,2.300,1.210
2536,muktuk,465.000,0.000,46.100,54.000,0.000,12.600
2537,lowcarb,5.000,1.380,0.000,0.000,0.000,0.000
2538,snicker,437.000,36.890,17.965,8.455,5.436,16.066
2539,lupin,202.000,0.000,5.193,0.000,8.167,22.437
2540,smith,58.000,9.590,0.190,0.000,2.800,0.440
2541,skinles,143.333,1.900,4.248,89.111,0.000,25.223
2542,teriyaki,101.333,10.757,1.560,16.000,0.300,5.837
2543,persimmon,157.000,12.530,0.393,0.000,14.500,0.920
2544,smart,261.600,28.700,70.950,33.000,5.800,7.100
2545,yumazing,398.000,23.400,11.300,2.000,2.700,4.100
2546,airpopped,384.500,0.435,4.370,0.000,14.800,12.470
2547,butterhead,13.000,0.940,0.220,0.000,1.100,1.350
2548,vegetableoil,535.000,0.000,59.170,1.000,0.000,0.600
2549,roughy,90.500,0.000,0.800,70.000,0.000,19.525
2550,enfagrow,276.667,30.453,13.987,7.000,0.000,7.877
2551,fuji,63.000,11.680,0.180,0.000,2.100,0.200
2552,kellogg,351.268,22.372,7.129,29.000,42.500,6.971
2553,swanson,93.000,0.666,4.050,14.000,0.800,4.700
2554,doughnut,407.333,18.914,22.220,23.889,1.500,5.320
2555,batterdipped,228.000,0.000,13.820,59.000,0.000,18.620
2556,whelk,206.000,0.000,0.600,97.500,0.000,35.760
2557,crisp,401.696,23.743,9.785,18.000,5.696,9.067
2558,onion,167.691,37.410,25.230,45.000,2.702,3.969
2559,readytoserve,70.118,30.540,16.700,29.000,1.368,2.572
2560,candy,467.118,50.775,20.989,104.000,18.000,5.248
2561,alkali,349.500,1.645,18.405,0.000,31.850,17.450
2562,cutlet,125.000,0.200,2.067,42.667,4.500,25.750
2563,arepa,219.000,0.870,5.380,5.000,2.600,5.480
2564,chick,51.000,4.200,1.060,0.000,3.100,2.000
2565,soft,324.000,53.570,13.800,91.000,13.100,8.227
2566,sourdough,256.143,2.173,1.953,0.000,2.814,9.434
2567,hydrolyzed,75.000,3.465,0.410,0.000,0.400,7.595
2568,italian,150.554,4.952,37.000,89.000,1.604,21.800
2569,tallowand,900.000,0.000,100.000,100.000,0.000,0.000
2570,propel,5.000,0.000,0.000,0.000,0.000,0.000
2571,cider,21.000,0.400,0.000,0.000,0.000,0.000
2572,hain,454.500,5.315,17.055,0.000,7.550,5.615
2573,fettuccine,99.000,1.300,2.700,14.000,2.000,6.200
2574,cowpea,108.650,6.900,0.622,7.000,4.210,7.188
2575,hush,316.500,2.915,13.375,22.500,2.850,6.930
2576,tony,237.000,6.623,8.580,14.667,3.300,11.537
2577,presweetened,385.000,23.600,5.600,0.000,9.700,7.100
2578,export,414.000,2.300,11.500,0.000,3.300,5.600
2579,loaded,44.000,11.250,0.000,0.000,0.000,0.000
2580,home,381.037,24.241,18.970,150.000,1.800,4.621
2581,meatloaf,197.000,1.200,9.000,0.000,4.600,21.000
2582,apache,221.500,1.670,5.743,8.750,1.625,8.025
2583,morro,413.000,38.900,7.460,0.000,4.000,7.500
2584,nutrageou,517.000,40.220,32.090,3.000,3.900,11.280
2585,leaf,857.000,7.270,94.160,110.000,26.300,3.957
2586,jalapeno,33.000,3.230,0.940,0.000,3.225,4.170
2587,berliner,230.000,2.350,17.200,46.000,0.000,15.270
2588,broad,105.500,0.000,4.000,0.000,0.000,14.800
2589,lean,204.114,22.200,11.259,78.028,18.500,24.410
2590,cocoavia,471.000,33.415,24.123,2.000,7.633,7.302
2591,passion,33.000,7.820,0.000,0.000,0.000,0.000
2592,wendy,225.571,4.500,11.095,26.786,1.264,11.861
2593,truffle,458.333,32.000,30.370,58.667,2.500,7.940
2594,glacial,0.000,0.000,0.000,0.000,0.000,0.000
2595,maltomeal,363.700,30.745,3.130,1.000,3.857,6.145
2596,anhydrou,876.000,0.000,99.480,256.000,0.000,0.280
2597,trout,174.111,0.000,6.330,81.667,0.000,28.239
2598,milkfat,65.588,37.700,1.789,6.706,0.600,5.952
2599,thinly,309.000,0.000,27.000,71.000,0.000,16.500
2600,coated,463.000,35.767,24.356,7.636,3.964,7.142
2601,butterfish,166.500,0.000,9.150,74.000,0.000,19.715
2602,souffle,172.000,1.850,12.950,118.000,0.700,7.890
2603,panbrowned,227.556,0.000,12.693,91.000,0.000,27.312
2604,lipil,274.552,29.312,14.228,17.000,0.000,6.915
2605,snapper,114.000,0.000,1.530,42.000,0.000,23.405
2606,soman,243.500,0.000,0.495,0.000,2.150,7.675
2607,pasta,128.630,4.652,2.624,73.000,1.952,4.932
2608,paste,302.000,15.152,50.870,0.000,4.625,8.930
2609,yogurtcovered,359.000,39.150,6.530,0.000,3.300,0.460
2610,pike,113.800,0.000,8.000,57.000,0.000,20.846
2611,saddle,210.000,0.000,13.975,72.250,0.000,21.020
2612,biscuit,323.389,4.778,12.914,235.000,12.000,8.719
2613,piki,390.000,1.600,7.160,0.000,9.200,9.060
2614,flake,337.640,19.992,2.470,14.000,7.964,76.920
2615,flaky,671.000,0.000,75.600,0.000,0.000,0.950
2616,beaked,628.000,0.000,52.990,0.000,9.800,14.890
2617,cranberry,158.333,65.000,11.060,2.000,24.700,23.030
2618,tongue,238.846,0.000,17.700,116.231,0.000,18.188
2619,wheaty,353.000,15.200,2.300,0.000,10.100,8.300
2620,panfried,246.719,2.380,14.155,2504.000,3.600,25.716
2621,owl,136.000,0.000,5.000,0.000,0.000,22.700
2622,own,228.500,6.025,19.615,20.000,0.275,2.015
2623,hotcake,264.667,12.237,8.800,13.667,1.300,5.953
2624,tenderloin,185.616,3.330,9.303,73.219,1.000,23.975
2625,cocoa,386.208,26.714,100.000,11.000,37.000,8.292
2626,beerwurst,263.667,0.000,21.287,61.000,0.600,14.080
2627,luna,403.000,16.900,12.190,0.000,4.300,20.750
2628,promise,340.333,17.382,1.250,0.000,8.850,10.415
2629,shoppe,485.722,35.861,22.361,14.000,2.692,4.539
2630,custard,187.077,23.150,5.605,258.000,1.800,3.822
2631,maize,371.000,22.100,3.400,0.000,6.100,7.800
2632,calabash,14.000,0.000,0.020,0.000,0.967,0.607
2633,extraction,331.000,20.000,0.460,0.000,5.500,58.130
2634,odwalla,54.000,10.420,0.140,0.000,0.600,0.560
2635,caviar,264.000,0.000,17.900,588.000,0.000,24.600
2636,spiral,125.750,1.135,4.473,60.250,0.000,20.663
2637,continental,418.000,40.000,10.300,0.000,1.700,5.600
2638,habichuela,142.000,0.150,3.460,0.000,2.600,3.960
2639,powdered,367.000,45.546,16.416,10.000,1.200,2.154
2640,drumstick,195.549,1.000,44.230,100.529,4.200,20.542
2641,globe,46.500,0.775,0.377,0.000,5.950,2.983
2642,naturally,0.000,0.000,0.000,0.000,0.000,0.000
2643,bagged,348.000,0.810,2.010,0.000,11.800,11.240
2644,nourish,367.333,22.727,9.557,0.000,9.267,14.830
2645,gluten,314.000,1.645,2.188,0.000,2.400,75.160
2646,shank,172.700,1.260,8.627,73.883,0.000,22.617
2647,unheated,184.830,15.000,61.410,54.981,1.700,16.680
2648,brand,203.667,67.000,28.000,60.000,4.600,5.790
2649,aquafina,0.000,0.000,0.000,0.000,0.000,0.000
2650,volume,46.356,12.470,1.718,19.000,3.400,1.829
2651,bun,335.875,25.700,20.157,32.375,1.037,10.185
2652,bratwurst,266.600,1.570,22.220,71.600,0.000,14.760
2653,sheepshead,117.000,0.000,2.020,57.000,0.000,23.115
2654,ear,177.250,0.000,6.668,90.000,70.100,12.032
2655,bud,143.000,13.350,1.250,0.000,21.250,4.575
2656,harina,364.000,0.000,5.090,0.000,8.400,8.750
2657,count,383.000,33.090,4.690,0.000,5.000,5.400
2658,morningstar,190.136,17.200,7.081,25.000,4.086,14.818
2659,tossed,54.833,0.000,2.453,34.833,0.000,5.227
2660,smooth,579.000,9.446,47.414,0.000,5.300,23.594
2661,beanatural,487.000,5.300,25.300,0.000,14.200,22.900
2662,cake,377.545,61.330,100.000,170.000,14.900,6.024
2663,piece,346.375,58.970,12.904,82.000,3.500,15.920
2664,condiment,262.593,2.546,14.259,49.778,0.796,14.223
2665,flashin,45.000,12.500,0.000,0.000,0.000,0.000
2666,supreme,176.875,39.300,7.776,12.562,1.762,6.226
2667,sirloin,185.435,1.630,8.968,77.739,2.300,24.690
2668,domino,281.700,3.804,12.908,24.600,2.380,11.575
2669,pie,328.897,37.750,16.443,87.000,14.800,3.828
2670,weston,311.000,0.000,3.450,0.000,2.700,10.650
2671,tabletop,341.600,82.984,0.000,0.000,0.100,2.170
2672,penne,126.000,1.900,4.000,12.000,2.700,5.700
2673,undiluted,158.667,35.797,0.303,0.000,0.583,1.515
2674,domesticated,222.750,0.000,13.596,119.688,0.000,23.198
2675,spit,290.000,31.095,15.645,0.000,0.000,6.200
2676,variety,179.545,38.900,94.160,3100.000,8.300,16.122
2677,sodiumcitrate,381.000,0.000,0.000,0.000,0.000,7.800
2678,cashew,574.125,7.280,45.641,11.000,2.800,14.812
2679,mouvedre,88.000,0.000,0.000,0.000,0.000,0.070
2680,skor,535.000,59.890,32.180,53.000,1.300,3.130
2681,chowchow,121.000,23.880,0.900,0.000,1.500,1.500
2682,oat,325.857,15.584,100.000,2.000,7.330,8.654
2683,sandy,517.222,24.500,27.322,45.000,13.200,5.556
2684,milkyway,456.600,58.262,18.464,13.400,1.680,3.722
2685,sunshine,477.800,20.290,20.958,3.480,3.180,9.704
2686,star,377.000,0.373,28.570,57.000,0.633,16.270
2687,walru,351.400,0.000,100.000,120.000,0.000,22.700
2688,feijoa,61.000,8.200,0.420,0.000,6.400,0.710
2689,shredded,338.364,43.170,35.490,72.000,8.427,12.401
2690,freshrefrigerated,229.000,0.950,2.724,50.800,1.900,9.256
2691,crosscut,179.333,6.460,7.103,39.000,3.400,19.043
2692,homestyle,88.500,1.963,10.550,31.000,0.955,3.638
2693,foie,462.000,0.000,43.840,150.000,0.000,11.400
2694,cabernet,83.000,0.000,0.000,0.000,0.000,0.070
2695,platter,287.400,0.360,16.190,58.000,0.920,18.382
2696,using,132.000,0.000,7.590,19.000,1.800,5.060
2697,lactose,197.500,55.670,28.140,6.250,0.600,6.935
2698,hardboiled,155.000,1.120,10.610,373.000,0.000,12.580
2699,baker,321.750,36.200,9.977,11.000,10.250,15.060
2700,processed,349.500,1.645,18.405,0.000,31.850,17.450
2701,meatles,231.231,4.700,14.102,1.000,3.369,17.802
2702,flatfish,78.000,0.000,2.150,50.500,0.000,13.825
2703,upsidedown,319.000,0.000,12.100,22.000,0.800,3.500
2704,portion,168.000,0.333,1.200,27.000,10.400,17.867
2705,multiuse,884.000,0.000,100.000,0.000,0.000,0.000
2706,snacktype,489.200,6.816,23.042,2.000,2.600,8.420
2707,baked,233.989,35.800,43.270,107.000,2.470,7.860
2708,pilaf,294.000,0.863,3.490,1.000,12.300,9.057
